responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,error,absError,correct,anchor,alignment,meanError,excludedError,excludedResponseError,meanTime,excludedTime,excludedResponseTime
6.027,67e47d34f5a37200bfd58c77,10,59.0,30,2025-04-22 18:26:52.853,924.0,28,far-from-aligned,near-anchor,3,6,2,50,56,pie,10,G,2.0,2.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
8.539,67d5b16b8a04206523e7deef,21,34.0,28,2025-04-22 18:26:50.382,1955.0,30,far-from-aligned,far-anchor,5,6,0,75,39,line,21,G,-2.0,2.0,False,non-anchor,unaligned,2.625,included,includedResponse,13.27875,included,includedResponse
9.554,674b3b45f390921a88f24747,20,78.0,50,2025-04-22 18:26:50.683,1903.0,48,near-aligned,near-anchor,2,4,2,25,21,pie,20,C,2.0,2.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
2.765,62a6c39ce82d993784c0b352,24,24.0,50,2025-04-22 18:26:59.542,2233.0,48,near-aligned,near-anchor,2,1,2,50 and 100,51,pie,24,G,2.0,2.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.329,674b3b45f390921a88f24747,20,79.0,45,2025-04-22 18:27:00.286,1904.0,47,aligned,near-anchor,3,0,2,50,3,pie,20,G,-2.0,2.0,False,non-anchor,aligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
2.529,62a6c39ce82d993784c0b352,24,25.0,50,2025-04-22 18:27:02.382,2234.0,50,aligned,anchor,0,0,0,25 and 75,25,pie,24,B,0.0,0.0,True,anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.864,62a6c39ce82d993784c0b352,24,26.0,60,2025-04-22 18:27:04.994,2235.0,50,far-from-aligned,anchor,0,6,0,0 and 50,6,pie,24,C,10.0,10.0,False,anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.634,62a6c39ce82d993784c0b352,24,27.0,60,2025-04-22 18:27:07.959,2236.0,53,near-aligned,far-anchor,3,2,2,75,20,line,24,B,7.0,7.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
7.388,674b3b45f390921a88f24747,20,80.0,35,2025-04-22 18:27:03.663,1905.0,34,aligned,far-anchor,9,0,1,100,66,pie,20,A,1.0,1.0,False,non-anchor,aligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
2.863,62a6c39ce82d993784c0b352,24,28.0,20,2025-04-22 18:27:10.695,2237.0,21,near-aligned,near-anchor,4,4,1,50,46,line,24,E,-1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
17.129,67d5b16b8a04206523e7deef,21,35.0,30,2025-04-22 18:26:59.698,1956.0,34,far-from-aligned,far-anchor,9,6,1,75,35,pie,21,A,-4.0,4.0,False,non-anchor,unaligned,2.625,included,includedResponse,13.27875,included,includedResponse
3.786,62a6c39ce82d993784c0b352,24,29.0,60,2025-04-22 18:27:13.708,2238.0,54,far-from-aligned,far-anchor,4,9,1,0,9,pie,24,C,6.0,6.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
7.162,674b3b45f390921a88f24747,20,81.0,30,2025-04-22 18:27:11.099,1906.0,29,far-from-aligned,near-anchor,4,5,1,0,5,line,20,C,1.0,1.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
4.24,62a6c39ce82d993784c0b352,24,30.0,60,2025-04-22 18:27:17.574,2239.0,48,far-from-aligned,near-anchor,2,11,2,25,14,pie,24,B,12.0,12.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
5.496,674b3b45f390921a88f24747,20,82.0,40,2025-04-22 18:27:18.309,1907.0,45,near-aligned,far-anchor,5,3,0,25,22,pie,20,D,-5.0,5.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
6.112,62a6c39ce82d993784c0b352,24,31.0,20,2025-04-22 18:27:22.067,2240.0,26,near-aligned,near-anchor,1,1,1,100,73,line,24,C,-6.0,6.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
6.911,674b3b45f390921a88f24747,20,83.0,48,2025-04-22 18:27:23.858,1908.0,48,near-aligned,near-anchor,2,1,2,25,24,pie,20,C,0.0,0.0,True,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
12.643,67d5b16b8a04206523e7deef,21,36.0,30,2025-04-22 18:27:18.222,1957.0,33,far-from-aligned,far-anchor,8,8,2,50,58,pie,21,E,-3.0,3.0,False,non-anchor,unaligned,2.625,included,includedResponse,13.27875,included,includedResponse
9.302,67e47d34f5a37200bfd58c77,10,60.0,24,2025-04-22 18:27:22.800,925.0,21,near-aligned,near-anchor,4,1,1,25,3,line,10,B,3.0,3.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
6.339,62a6c39ce82d993784c0b352,24,32.0,25,2025-04-22 18:27:28.260,2241.0,29,aligned,near-anchor,4,0,1,75,46,pie,24,A,-4.0,4.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
5.057,674b3b45f390921a88f24747,20,84.0,46,2025-04-22 18:27:32.674,1909.0,46,aligned,near-anchor,4,0,1,0,0,line,20,B,0.0,0.0,True,non-anchor,aligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
3.602,62a6c39ce82d993784c0b352,24,33.0,25,2025-04-22 18:27:34.744,2242.0,25,aligned,anchor,0,0,0,50 and 75,50,line,24,E,0.0,0.0,True,anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.048,62a6c39ce82d993784c0b352,24,34.0,30,2025-04-22 18:27:38.675,2243.0,35,far-from-aligned,far-anchor,10,7,0,0,7,line,24,A,-5.0,5.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
9.652,67e47d34f5a37200bfd58c77,10,61.0,21,2025-04-22 18:27:32.411,926.0,20,near-aligned,far-anchor,5,1,0,75,74,line,10,C,1.0,1.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
6.104,674b3b45f390921a88f24747,20,85.0,22,2025-04-22 18:27:37.782,1910.0,20,near-aligned,far-anchor,5,3,0,75,72,line,20,A,2.0,2.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
2.797,62a6c39ce82d993784c0b352,24,35.0,30,2025-04-22 18:27:41.822,2244.0,34,far-from-aligned,far-anchor,9,7,1,100,59,line,24,B,-4.0,4.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
17.701,67d5b16b8a04206523e7deef,21,37.0,30,2025-04-22 18:27:31.213,1958.0,25,near-aligned,anchor,0,1,0,0 and 25,1,line,21,F,5.0,5.0,False,anchor,unaligned,2.625,included,includedResponse,13.27875,included,includedResponse
6.079,674b3b45f390921a88f24747,20,86.0,49,2025-04-22 18:27:43.938,1911.0,49,near-aligned,near-anchor,1,2,1,25,23,pie,20,A,0.0,0.0,True,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
9.344,67e47d34f5a37200bfd58c77,10,62.0,20,2025-04-22 18:27:42.361,927.0,19,aligned,far-anchor,6,0,1,100,81,pie,10,F,1.0,1.0,False,non-anchor,aligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
6.074,674b3b45f390921a88f24747,20,87.0,30,2025-04-22 18:27:50.061,1912.0,31,far-from-aligned,far-anchor,6,6,1,25,31,line,20,D,-1.0,1.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
12.294,62a6c39ce82d993784c0b352,24,36.0,30,2025-04-22 18:27:45.769,2245.0,34,aligned,far-anchor,9,0,1,50,16,line,24,A,-4.0,4.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
8.61,67e47d34f5a37200bfd58c77,10,63.0,52,2025-04-22 18:27:52.009,928.0,53,far-from-aligned,far-anchor,3,10,2,75,12,line,10,G,-1.0,1.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
4.821,674b3b45f390921a88f24747,20,88.0,30,2025-04-22 18:27:56.182,1913.0,28,far-from-aligned,near-anchor,3,5,2,75,42,line,20,G,2.0,2.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
5.535,62a6c39ce82d993784c0b352,24,37.0,55,2025-04-22 18:27:58.158,2246.0,55,aligned,far-anchor,5,0,0,100,45,pie,24,F,0.0,0.0,True,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
4.014,674b3b45f390921a88f24747,20,89.0,50,2025-04-22 18:28:01.052,1914.0,50,near-aligned,anchor,0,2,0,50 and 100,48,pie,20,F,0.0,0.0,True,anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
5.927,67e47d34f5a37200bfd58c77,10,64.0,50,2025-04-22 18:28:00.938,929.0,53,far-from-aligned,far-anchor,3,11,2,0 and 75,11,line,10,C,-3.0,3.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
3.432,62a6c39ce82d993784c0b352,24,38.0,30,2025-04-22 18:28:03.803,2247.0,22,near-aligned,near-anchor,3,2,2,25,23,pie,24,C,8.0,8.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.751,674b3b45f390921a88f24747,20,90.0,50,2025-04-22 18:28:05.113,1915.0,50,aligned,anchor,0,0,0,0 and 50,0,line,20,F,0.0,0.0,True,anchor,aligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
3.793,62a6c39ce82d993784c0b352,24,39.0,60,2025-04-22 18:28:07.315,2248.0,54,far-from-aligned,far-anchor,4,8,1,0,8,line,24,A,6.0,6.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
23.18,67d5b16b8a04206523e7deef,21,38.0,25,2025-04-22 18:27:49.527,1959.0,37,far-from-aligned,far-anchor,12,5,2,75,33,pie,21,F,-12.0,12.0,False,non-anchor,unaligned,2.625,included,includedResponse,13.27875,included,includedResponse
4.731,674b3b45f390921a88f24747,20,91.0,25,2025-04-22 18:28:08.907,1916.0,26,far-from-aligned,near-anchor,1,6,1,25,31,pie,20,F,-1.0,1.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
9.6,62a6c39ce82d993784c0b352,24,40.0,25,2025-04-22 18:28:11.187,2249.0,26,far-from-aligned,near-anchor,1,10,1,50,14,pie,24,E,-1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
14.507,67e47d34f5a37200bfd58c77,10,65.0,37,2025-04-22 18:28:07.180,930.0,40,near-aligned,far-anchor,10,4,0,25,21,line,10,A,-3.0,3.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
4.216,62a6c39ce82d993784c0b352,24,41.0,10,2025-04-22 18:28:20.883,2250.0,16,near-aligned,far-anchor,9,4,1,25,21,line,24,G,-6.0,6.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
11.577,674b3b45f390921a88f24747,20,92.0,46,2025-04-22 18:28:13.698,1917.0,44,aligned,far-anchor,6,0,1,0,0,line,20,F,2.0,2.0,False,non-anchor,aligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
4.041,62a6c39ce82d993784c0b352,24,42.0,48,2025-04-22 18:28:25.228,2251.0,47,near-aligned,near-anchor,3,1,2,50,2,pie,24,C,1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
4.185,62a6c39ce82d993784c0b352,24,43.0,46,2025-04-22 18:28:29.351,2252.0,46,far-from-aligned,near-anchor,4,8,1,25,17,pie,24,B,0.0,0.0,True,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
9.418,674b3b45f390921a88f24747,20,93.0,23,2025-04-22 18:28:25.320,1918.0,21,near-aligned,near-anchor,4,3,1,25,22,pie,20,D,2.0,2.0,False,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
3.26,62a6c39ce82d993784c0b352,24,44.0,55,2025-04-22 18:28:33.619,2253.0,46,aligned,near-anchor,4,0,1,25,25,line,24,D,9.0,9.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
5.664,674b3b45f390921a88f24747,20,94.0,53,2025-04-22 18:28:34.790,1919.0,53,aligned,far-anchor,3,0,2,75,22,line,20,F,0.0,0.0,True,non-anchor,aligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
3.66,62a6c39ce82d993784c0b352,24,45.0,60,2025-04-22 18:28:37.008,2254.0,52,near-aligned,far-anchor,2,2,2,75,21,pie,24,E,8.0,8.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.688,62a6c39ce82d993784c0b352,24,46.0,50,2025-04-22 18:28:40.746,2255.0,48,near-aligned,near-anchor,2,1,2,25,24,line,24,D,2.0,2.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.295,62a6c39ce82d993784c0b352,24,47.0,16,2025-04-22 18:28:43.520,2256.0,20,far-from-aligned,far-anchor,5,7,0,25,12,line,24,F,-4.0,4.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
9.045,674b3b45f390921a88f24747,20,95.0,37,2025-04-22 18:28:40.503,1920.0,37,near-aligned,far-anchor,12,2,2,50,11,line,20,G,0.0,0.0,True,non-anchor,unaligned,2.2291666666666665,included,includedResponse,5.871052083333333,included,includedResponse
2.518,62a6c39ce82d993784c0b352,24,48.0,25,2025-04-22 18:28:47.933,2257.0,28,aligned,near-anchor,3,0,2,0,0,line,24,A,-3.0,3.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.641,62a6c39ce82d993784c0b352,24,49.0,55,2025-04-22 18:28:50.700,2258.0,50,far-from-aligned,anchor,0,8,0,0 and 50,8,line,24,F,5.0,5.0,False,anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.759,62a6c39ce82d993784c0b352,24,50.0,60,2025-04-22 18:28:53.451,2259.0,54,near-aligned,far-anchor,4,3,1,75,18,pie,24,F,6.0,6.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.804,62a6c39ce82d993784c0b352,24,51.0,12,2025-04-22 18:28:56.298,2260.0,15,aligned,far-anchor,10,0,0,75,75,line,24,G,-3.0,3.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.759,62a6c39ce82d993784c0b352,24,52.0,30,2025-04-22 18:28:59.185,2261.0,30,far-from-aligned,far-anchor,5,9,0,100,61,pie,24,G,0.0,0.0,True,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
5.273,67e47d34f5a37200bfd58c77,10,67.0,50,2025-04-22 18:28:59.841,932.0,47,far-from-aligned,near-anchor,3,8,2,50,11,line,10,F,3.0,3.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
3.563,62a6c39ce82d993784c0b352,24,53.0,28,2025-04-22 18:29:02.055,2262.0,33,near-aligned,far-anchor,8,3,2,75,39,pie,24,F,-5.0,5.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.801,62a6c39ce82d993784c0b352,24,54.0,12,2025-04-22 18:29:05.703,2263.0,18,far-from-aligned,far-anchor,7,6,2,75,63,pie,24,C,-6.0,6.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.633,62a6c39ce82d993784c0b352,24,55.0,10,2025-04-22 18:29:08.581,2264.0,15,near-aligned,far-anchor,10,1,0,100,84,pie,24,B,-5.0,5.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.645,62a6c39ce82d993784c0b352,24,56.0,14,2025-04-22 18:29:11.287,2265.0,21,near-aligned,near-anchor,4,2,1,50,48,pie,24,A,-7.0,7.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
8.741,67e47d34f5a37200bfd58c77,10,68.0,30,2025-04-22 18:29:05.413,933.0,24,far-from-aligned,near-anchor,1,7,1,25,18,pie,10,E,6.0,6.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
3.368,62a6c39ce82d993784c0b352,24,57.0,60,2025-04-22 18:29:14.020,2266.0,55,near-aligned,far-anchor,5,4,0,25,29,line,24,D,5.0,5.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.386,62a6c39ce82d993784c0b352,24,58.0,12,2025-04-22 18:29:17.538,2267.0,18,aligned,far-anchor,7,0,2,100,82,line,24,F,-6.0,6.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
6.171,67e47d34f5a37200bfd58c77,10,69.0,25,2025-04-22 18:29:14.443,934.0,23,near-aligned,near-anchor,2,3,2,50,30,pie,10,F,2.0,2.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
18.628,67d5b16b8a04206523e7deef,21,40.0,29,2025-04-22 18:29:02.340,1961.0,16,near-aligned,far-anchor,9,3,1,50,31,pie,21,G,13.0,13.0,False,non-anchor,unaligned,2.625,included,includedResponse,13.27875,included,includedResponse
3.2,62a6c39ce82d993784c0b352,24,59.0,48,2025-04-22 18:29:20.050,2268.0,46,aligned,near-anchor,4,0,1,50,4,pie,24,G,2.0,2.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
5.103,67e47d34f5a37200bfd58c77,10,70.0,50,2025-04-22 18:29:20.937,935.0,50,aligned,anchor,0,0,0,25 and 75,25,pie,10,F,0.0,0.0,True,anchor,aligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
8.357,67e47d34f5a37200bfd58c77,10,71.0,34,2025-04-22 18:29:26.367,936.0,31,near-aligned,far-anchor,6,1,1,25,24,pie,10,G,3.0,3.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
4.641,62a6c39ce82d993784c0b352,24,60.0,20,2025-04-22 18:29:33.892,2269.0,23,aligned,near-anchor,2,0,2,100,77,line,24,E,-3.0,3.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.126,62a6c39ce82d993784c0b352,24,61.0,18,2025-04-22 18:29:38.712,2270.0,19,near-aligned,far-anchor,6,4,1,75,71,pie,24,E,-1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.628,62a6c39ce82d993784c0b352,24,62.0,18,2025-04-22 18:29:41.951,2271.0,21,far-from-aligned,near-anchor,4,8,1,75,62,pie,24,F,-3.0,3.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.402,62a6c39ce82d993784c0b352,24,63.0,55,2025-04-22 18:29:44.676,2272.0,50,near-aligned,anchor,0,4,0,25 and 75,21,pie,24,G,5.0,5.0,False,anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.207,62a6c39ce82d993784c0b352,24,64.0,50,2025-04-22 18:29:47.231,2273.0,51,far-from-aligned,far-anchor,1,11,1,75,13,pie,24,A,-1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.115,62a6c39ce82d993784c0b352,24,65.0,48,2025-04-22 18:29:50.573,2274.0,49,far-from-aligned,near-anchor,1,9,1,50,10,line,24,E,-1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.975,62a6c39ce82d993784c0b352,24,66.0,30,2025-04-22 18:29:53.793,2275.0,26,near-aligned,near-anchor,1,1,1,25,26,pie,24,E,4.0,4.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.07,62a6c39ce82d993784c0b352,24,67.0,28,2025-04-22 18:29:56.868,2276.0,26,aligned,near-anchor,1,0,1,75,49,line,24,G,2.0,2.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.653,62a6c39ce82d993784c0b352,24,68.0,25,2025-04-22 18:30:00.065,2277.0,26,aligned,near-anchor,1,0,1,50,50,line,24,D,-1.0,1.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
18.199,67d5b16b8a04206523e7deef,21,42.0,25,2025-04-22 18:29:45.680,1963.0,25,near-aligned,anchor,0,3,0,25 and 50,22,pie,21,C,0.0,0.0,True,anchor,unaligned,2.625,included,includedResponse,13.27875,included,includedResponse
2.458,62a6c39ce82d993784c0b352,24,69.0,50,2025-04-22 18:30:02.827,2278.0,47,near-aligned,near-anchor,3,4,2,50,7,line,24,F,3.0,3.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
7.888,67e47d34f5a37200bfd58c77,10,72.0,40,2025-04-22 18:29:57.877,937.0,36,far-from-aligned,far-anchor,11,5,1,100,59,pie,10,C,4.0,4.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
2.604,62a6c39ce82d993784c0b352,24,70.0,30,2025-04-22 18:30:05.384,2279.0,26,far-from-aligned,near-anchor,1,7,1,75,42,line,24,G,4.0,4.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
6.187,67e47d34f5a37200bfd58c77,10,73.0,36,2025-04-22 18:30:06.094,938.0,35,far-from-aligned,far-anchor,10,7,0,100,58,line,10,G,1.0,1.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
4.695,62a6c39ce82d993784c0b352,24,71.0,28,2025-04-22 18:30:08.159,2280.0,31,aligned,far-anchor,6,0,1,50,50,pie,24,G,-3.0,3.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.602,62a6c39ce82d993784c0b352,24,72.0,35,2025-04-22 18:30:13.868,2281.0,39,aligned,far-anchor,11,0,1,25,25,pie,24,C,-4.0,4.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.424,62a6c39ce82d993784c0b352,24,73.0,30,2025-04-22 18:30:16.598,2282.0,25,aligned,anchor,0,0,0,0 and 25,0,pie,24,G,5.0,5.0,False,anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.901,62a6c39ce82d993784c0b352,24,74.0,15,2025-04-22 18:30:19.112,2283.0,17,near-aligned,far-anchor,8,4,2,75 and 100,79,line,24,E,-2.0,2.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
20.145,67d5b16b8a04206523e7deef,21,43.0,49,2025-04-22 18:30:04.237,1964.0,50,aligned,anchor,0,0,0,25 and 75,25,pie,21,B,-1.0,1.0,False,anchor,aligned,2.625,included,includedResponse,13.27875,included,includedResponse
2.887,62a6c39ce82d993784c0b352,24,75.0,35,2025-04-22 18:30:22.151,2284.0,36,far-from-aligned,far-anchor,11,6,1,75,33,line,24,G,-1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
12.692,67e47d34f5a37200bfd58c77,10,74.0,26,2025-04-22 18:30:12.594,939.0,27,near-aligned,near-anchor,2,2,2,25,27,pie,10,B,-1.0,1.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
2.677,62a6c39ce82d993784c0b352,24,76.0,35,2025-04-22 18:30:25.133,2285.0,35,near-aligned,far-anchor,10,2,0,75,38,pie,24,D,0.0,0.0,True,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.546,62a6c39ce82d993784c0b352,24,77.0,20,2025-04-22 18:30:27.932,2286.0,20,aligned,far-anchor,5,0,0,75,55,line,24,C,0.0,0.0,True,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.88,62a6c39ce82d993784c0b352,24,78.0,20,2025-04-22 18:30:31.598,2287.0,23,far-from-aligned,near-anchor,2,5,2,25,7,pie,24,D,-3.0,3.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
4.364,62a6c39ce82d993784c0b352,24,79.0,24,2025-04-22 18:30:34.614,2288.0,28,far-from-aligned,near-anchor,3,5,2,100,67,line,24,D,-4.0,4.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
14.996,67e47d34f5a37200bfd58c77,10,75.0,26,2025-04-22 18:30:25.600,940.0,28,far-from-aligned,near-anchor,3,5,2,75,42,pie,10,B,-2.0,2.0,False,non-anchor,unaligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
3.021,62a6c39ce82d993784c0b352,24,80.0,30,2025-04-22 18:30:39.148,2289.0,35,near-aligned,far-anchor,10,4,0,75,36,pie,24,D,-5.0,5.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.515,62a6c39ce82d993784c0b352,24,81.0,30,2025-04-22 18:30:42.288,2290.0,36,near-aligned,far-anchor,11,1,1,50,13,pie,24,D,-6.0,6.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
5.717,67e47d34f5a37200bfd58c77,10,76.0,25,2025-04-22 18:30:40.919,941.0,25,aligned,anchor,0,0,0,0 and 25,0,line,10,C,0.0,0.0,True,anchor,aligned,2.9166666666666665,included,includedResponse,12.482760416666666,included,includedResponse
2.779,62a6c39ce82d993784c0b352,24,82.0,50,2025-04-22 18:30:45.257,2291.0,50,far-from-aligned,anchor,0,8,0,50 and 100,42,pie,24,E,0.0,0.0,True,anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
2.635,62a6c39ce82d993784c0b352,24,83.0,45,2025-04-22 18:30:48.198,2292.0,37,aligned,far-anchor,12,0,2,25,25,line,24,G,8.0,8.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
16.876,67a72a2a346c08cd36e7860a,16,36.0,43,2025-04-22 18:30:37.291,1477.0,45,near-aligned,far-anchor,5,2,0,0,2,line,16,C,-2.0,2.0,False,non-anchor,unaligned,1.9583333333333333,included,includedResponse,12.647270833333332,included,includedResponse
2.777,62a6c39ce82d993784c0b352,24,84.0,35,2025-04-22 18:30:51.983,2293.0,33,aligned,far-anchor,8,0,2,100,67,line,24,C,2.0,2.0,False,non-anchor,aligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
3.602,62a6c39ce82d993784c0b352,24,85.0,38,2025-04-22 18:30:54.973,2294.0,37,far-from-aligned,far-anchor,12,5,2,100,58,pie,24,G,1.0,1.0,False,non-anchor,unaligned,4.114583333333333,included,includedResponse,3.67990625,included,includedResponse
